Timestamp,HandLimb,Joint,Row,Column
145,Palm,surface,14,2,
145,Palm,surface,13,1,
145,Palm,surface,13,2,
145,Palm,surface,12,2,
145,Palm,surface,12,1,
145,Palm,surface,14,0,
145,Palm,surface,13,0,
145,Palm,surface,14,1,
146,Palm,surface,16,0,
146,Palm,surface,16,2,
146,Palm,surface,15,3,
146,Palm,surface,15,0,
146,Palm,surface,15,2,
146,Palm,surface,16,1,
146,Palm,surface,14,3,
146,Palm,surface,15,1,
146,Palm,surface,13,3,
146,Palm,surface,14,2,
146,Palm,surface,13,1,
146,Palm,surface,13,2,
146,Palm,surface,16,3,
146,Palm,surface,14,0,
146,Palm,surface,14,1,
147,Palm,surface,18,4,
147,Palm,surface,16,4,
147,Palm,surface,16,2,
147,Palm,surface,15,3,
147,Palm,surface,18,5,
147,Palm,surface,17,4,
147,Palm,surface,16,6,
147,Palm,surface,18,3,
147,Palm,surface,15,4,
147,Palm,surface,15,5,
147,Palm,surface,16,5,
147,Palm,surface,16,3,
147,Palm,surface,17,5,
147,Palm,surface,17,3,
147,Palm,surface,17,2,
147,Palm,surface,17,6,
148,Palm,surface,18,4,
148,Palm,surface,17,7,
148,Palm,surface,18,6,
148,Palm,surface,19,5,
148,Palm,surface,18,5,
148,Palm,surface,17,4,
148,Palm,surface,16,6,
148,Palm,surface,19,6,
148,Palm,surface,16,5,
148,Palm,surface,18,7,
148,Palm,surface,17,5,
148,Palm,surface,17,6,
162,Palm,surface,4,2,
162,Palm,surface,4,4,
162,Palm,surface,3,4,
162,Thumb,surface,0,5,
162,Palm,surface,6,4,
162,Palm,surface,3,3,
162,Palm,surface,5,2,
162,Palm,surface,4,3,
162,Palm,surface,5,5,
162,Palm,surface,5,4,
162,Palm,surface,5,3,
162,Palm,surface,4,5,
162,Thumb,surface,1,6,
162,Palm,surface,6,3,
162,Thumb,surface,0,6,
163,Palm,surface,9,2,
163,Thumb,surface,3,4,
163,Thumb,surface,2,4,
163,Palm,surface,7,3,
163,Palm,surface,9,1,
163,Palm,surface,9,0,
163,Palm,surface,9,3,
163,Palm,surface,7,2,
163,Palm,surface,8,0,
163,Thumb,surface,3,5,
163,Palm,surface,10,1,
163,Palm,surface,8,3,
163,Thumb,surface,1,4,
163,Thumb,surface,4,2,
163,Thumb,surface,4,3,
163,Palm,surface,8,2,
163,Thumb,surface,1,2,
163,Thumb,surface,2,5,
163,Palm,surface,7,0,
163,Thumb,surface,1,5,
163,Thumb,surface,3,3,
163,Thumb,surface,2,2,
163,Thumb,surface,1,3,
163,Palm,surface,8,1,
163,Thumb,surface,3,2,
163,Thumb,surface,4,4,
163,Palm,surface,7,1,
163,Palm,surface,10,2,
163,Thumb,surface,2,3,
164,Palm,surface,9,2,
164,Thumb,surface,3,4,
164,Palm,surface,11,1,
164,Thumb,surface,5,2,
164,Palm,surface,9,1,
164,Palm,surface,9,0,
164,Palm,surface,9,3,
164,Thumb,surface,5,1,
164,Palm,surface,11,3,
164,Palm,surface,10,1,
164,Thumb,surface,6,2,
164,Thumb,surface,4,1,
164,Thumb,surface,4,2,
164,Thumb,surface,4,3,
164,Palm,surface,10,0,
164,Thumb,surface,3,1,
164,Thumb,surface,5,3,
164,Thumb,surface,3,3,
164,Palm,surface,10,3,
164,Thumb,surface,2,2,
164,Thumb,surface,6,3,
164,Palm,surface,11,0,
164,Thumb,surface,3,2,
164,Thumb,surface,5,4,
164,Thumb,surface,4,4,
164,Palm,surface,11,2,
164,Palm,surface,10,2,
164,Thumb,surface,2,3,
165,Thumb,surface,9,5,
165,Thumb,surface,9,1,
165,Palm,surface,15,4,
165,Palm,surface,13,3,
165,Palm,surface,14,5,
165,Palm,surface,13,5,
165,Thumb,surface,10,4,
165,Thumb,surface,7,2,
165,Thumb,surface,10,3,
165,Thumb,surface,8,2,
165,Thumb,surface,8,1,
165,Thumb,surface,8,4,
165,Thumb,surface,8,5,
165,Thumb,surface,9,4,
165,Thumb,surface,10,2,
165,Thumb,surface,6,3,
165,Palm,surface,14,4,
165,Thumb,surface,8,3,
165,Thumb,surface,9,2,
165,Thumb,surface,7,4,
165,Palm,surface,14,3,
165,Thumb,surface,9,3,
165,Palm,surface,13,4,
165,Thumb,surface,7,3,
166,Thumb,surface,11,5,
166,Thumb,surface,11,4,
166,Thumb,surface,10,4,
166,Thumb,surface,10,3,
166,Thumb,surface,11,3,
166,Thumb,surface,10,2,
166,Thumb,surface,11,2,
